40,摔跤吧！爸爸,660967,9.1
39,罗马假日,488215,9.0
38,大话西游之月光宝盒,544035,8.9
37,飞屋环游记,645434,8.9
36,搏击俱乐部,478093,9.0
35,天空之城,423495,9.0
34,控方证人,148986,9.6
33,指环王3：王者无敌,363260,9.1
32,鬼子来了,303434,9.2
31,十二怒汉,217973,9.4
30,少年派的奇幻漂流,731113,9.0
29,天堂电影院,370939,9.1
28,活着,367275,9.2
27,蝙蝠侠：黑暗骑士,444785,9.1
26,乱世佳人,338803,9.2
25,疯狂动物城,736825,9.2
24,怦然心动,771760,9.0
23,触不可及,474549,9.2
22,当幸福来敲门,715119,9.0
21,无间道,554254,9.1
20,熔炉,381673,9.3
19,龙猫,574967,9.1
18,教父,447476,9.2
17,星际穿越,669254,9.2
16,楚门的世界,654808,9.2
15,大话西游之大圣娶亲,675250,9.2
14,放牛班的春天,608935,9.2
13,海上钢琴师,736817,9.2
12,三傻大闹宝莱坞,884328,9.2
11,忠犬八公的故事,641698,9.3
10,机器人总动员,655346,9.3
9,盗梦空间,987485,9.3
8,辛德勒的名单,510538,9.5
7,千与千寻,901257,9.3
6,泰坦尼克号,908413,9.3
5,美丽人生,568391,9.5
4,阿甘正传,972230,9.4
3,这个杀手不太冷,1134301,9.4
2,霸王别姬,908012,9.6
1,肖申克的救赎,1233829,9.6
